instrument_name,date,expiry,strike,option_type,spot,bid_price,ask_price,mark_price,mark_iv,price_btc,price_usd,open_interest,volume_24h,time_to_expiry,iv,delta
BTC-20JAN26-88000-C,2026-01-18 06:52:17.243580,2026-01-20,88000.0,call,95147.53,0.0745,0.0765,0.07556761,51.81,0.07556761,7190.071439503299,0.0,0,0.0027397260273972603,0.5181,0.9980933112909791
BTC-27MAR26-280000-C,2026-01-18 06:52:17.243586,2026-03-27,280000.0,call,95147.53,0.0,0.0001,5.257e-05,73.6,5.257e-05,5.0019056521,243.5,0,0.18356164383561643,0.736,0.0005468123947927596
BTC-27MAR26-220000-P,2026-01-18 06:52:17.243592,2026-03-27,220000.0,put,95147.53,1.286,1.2985,1.29167598,60.09,1.29167598,122899.77905732939,0.0,0,0.18356164383561643,0.6009,-0.9991171398206338
BTC-26JUN26-180000-C,2026-01-18 06:52:17.243598,2026-06-26,180000.0,call,95147.53,0.0034,0.0039,0.00369983,47.0,0.00369983,352.0296859199,1171.3,0,0.4328767123287671,0.47,0.028256605503485275
BTC-26JUN26-95000-P,2026-01-18 06:52:17.243604,2026-06-26,95000.0,put,95147.53,0.1025,0.1035,0.10300263,44.01,0.10300263,9800.4458280039,1200.4,0,0.4328767123287671,0.4401,-0.44032813251365954
BTC-27FEB26-94000-C,2026-01-18 06:52:17.243610,2026-02-27,94000.0,call,95147.53,0.0585,0.0595,0.05897578,38.45,0.05897578,5611.3997968234,1401.3,0,0.10684931506849316,0.3845,0.5633169713636555
BTC-21JAN26-92000-P,2026-01-18 06:52:17.243616,2026-01-21,92000.0,put,95147.53,0.0029,0.0031,0.00300537,38.12,0.00300537,285.9535322361,8.9,0,0.005479452054794521,0.3812,-0.11385654020382896
BTC-30JAN26-98000-P,2026-01-18 06:52:17.243622,2026-01-30,98000.0,put,95147.53,0.0425,0.045,0.04362272,36.41,0.04362272,4150.5940598816,199.6,0,0.030136986301369864,0.3641,-0.6684819755855645
BTC-23JAN26-80000-P,2026-01-18 06:52:17.243628,2026-01-23,80000.0,put,95147.53,0.0001,0.0002,0.00014401,59.94,0.00014401,13.7021957953,797.6,0,0.010958904109589041,0.5993999999999999,-0.0025962867833693227
BTC-27MAR26-88000-P,2026-01-18 06:52:17.243634,2026-03-27,88000.0,put,95147.53,0.034,0.035,0.0344642,41.39,0.0344642,3279.183503426,387.8,0,0.18356164383561643,0.4139,-0.2983897885643606
BTC-25DEC26-35000-P,2026-01-18 06:52:17.243640,2026-12-25,35000.0,put,95147.53,0.005,0.006,0.00571229,62.31,0.00571229,543.5102841437,1.7,0,0.9315068493150684,0.6231,-0.024784739649514945
BTC-25SEP26-150000-P,2026-01-18 06:52:17.243646,2026-09-25,150000.0,put,95147.53,0.5435,0.5615,0.55140683,45.0,0.55140683,52464.9978996299,0.7,0,0.6821917808219178,0.45,-0.8505740302144105
BTC-27FEB26-170000-P,2026-01-18 06:52:17.243651,2026-02-27,170000.0,put,95147.53,0.7755,0.783,0.77896428,57.4,0.77896428,74116.52720022839,6.3,0,0.10684931506849316,0.574,-0.9986473479100786
BTC-30JAN26-124000-P,2026-01-18 06:52:17.243657,2026-01-30,124000.0,put,95147.53,0.3,0.3045,0.30194789,54.86,0.30194789,28729.595922211698,1.2,0,0.030136986301369864,0.5486,-0.9968654992495275
BTC-27MAR26-80000-C,2026-01-18 06:52:17.243662,2026-03-27,80000.0,call,95147.53,0.181,0.184,0.18222199,43.99,0.18222199,17337.9722601847,157.3,0,0.18356164383561643,0.4399,0.8447756084989655
BTC-27FEB26-88000-C,2026-01-18 06:52:17.243668,2026-02-27,88000.0,call,95147.53,0.0985,0.1015,0.1000357,40.21,0.1000357,9518.149766821,926.4,0,0.10684931506849316,0.4021,0.745326391610746
BTC-25DEC26-110000-C,2026-01-18 06:52:17.243675,2026-12-25,110000.0,call,95147.53,0.1385,0.1415,0.14006516,46.48,0.14006516,13326.854013054799,107.8,0,0.9315068493150684,0.4648,0.46055194805800936
BTC-27FEB26-150000-C,2026-01-18 06:52:17.243680,2026-02-27,150000.0,call,95147.53,0.0003,0.0004,0.00030863,52.2,0.00030863,29.3653821839,418.8,0,0.10684931506849316,0.522,0.0049046744524616735
BTC-30JAN26-110000-C,2026-01-18 06:52:17.243686,2026-01-30,110000.0,call,95147.53,0.0007,0.0009,0.00079353,40.84,0.00079353,75.5024194809,3337.4,0,0.030136986301369864,0.40840000000000004,0.02219103076888617
BTC-26JUN26-240000-P,2026-01-18 06:52:17.243691,2026-06-26,240000.0,put,95147.53,1.459,1.4805,1.46909625,54.01,1.46909625,139780.8795197625,0.1,0,0.4328767123287671,0.5401,-0.9923665362864816
BTC-19JAN26-104000-C,2026-01-18 06:52:17.243697,2026-01-19,104000.0,call,95147.53,0.0,0.0001,1.39e-06,47.07,1.39e-06,0.1322550667,127.3,0,0.0,0.4707,
BTC-21JAN26-93000-P,2026-01-18 06:52:17.243703,2026-01-21,93000.0,put,95147.53,0.0045,0.0048,0.00465012,36.05,0.00465012,442.4474322036,6.4,0,0.005479452054794521,0.3605,-0.19246888862698908
BTC-25SEP26-110000-C,2026-01-18 06:52:17.243711,2026-09-25,110000.0,call,95147.53,0.1045,0.1065,0.10550814,45.17,0.10550814,10038.838915894199,126.0,0,0.6821917808219178,0.4517,0.41985929779941905
BTC-26JUN26-105000-C,2026-01-18 06:52:17.243719,2026-06-26,105000.0,call,95147.53,0.0815,0.0825,0.08218543,43.19,0.08218543,7819.7406664879,565.9,0,0.4328767123287671,0.43189999999999995,0.4189170737514671
BTC-27MAR26-160000-C,2026-01-18 06:52:17.243727,2026-03-27,160000.0,call,95147.53,0.0006,0.0007,0.00067757,48.74,0.00067757,64.4691119021,1249.8,0,0.18356164383561643,0.4874,0.008550561362039355
BTC-25DEC26-130000-P,2026-01-18 06:52:17.243736,2026-12-25,130000.0,put,95147.53,0.3785,0.3965,0.38794654,46.08,0.38794654,36912.1550530462,43.9,0,0.9315068493150684,0.4608,-0.6841739800147031
BTC-23JAN26-108000-C,2026-01-18 06:52:17.243744,2026-01-23,108000.0,call,95147.53,0.0001,0.0002,0.00014262,44.4,0.00014262,13.5699407286,724.7,0,0.010958904109589041,0.444,0.003438766092120511
BTC-25DEC26-180000-C,2026-01-18 06:52:17.243752,2026-12-25,180000.0,call,95147.53,0.0255,0.0275,0.02649342,46.57,0.02649342,2520.7834742526,719.5,0,0.9315068493150684,0.4657,0.11630346182728757
BTC-18JAN26-98000-C,2026-01-18 06:52:17.243760,2026-01-18,98000.0,call,95147.53,0.0,0.0001,0.0,34.95,0.0,0.0,178.0,0,-0.0027397260273972603,0.34950000000000003,
BTC-26JUN26-230000-P,2026-01-18 06:52:17.243770,2026-06-26,230000.0,put,95147.53,1.357,1.377,1.36642938,52.82,1.36642938,130012.3804264314,6.4,0,0.4328767123287671,0.5282,-0.9910114961885526
BTC-26JUN26-150000-P,2026-01-18 06:52:17.243778,2026-06-26,150000.0,put,95147.53,0.5475,0.56,0.55320867,43.97,0.55320867,52636.4385250851,1.2,0,0.4328767123287671,0.4397,-0.92347850616087
BTC-26JUN26-110000-C,2026-01-18 06:52:17.243785,2026-06-26,110000.0,call,95147.53,0.0645,0.066,0.06583423,43.04,0.06583423,6263.9643739519,333.4,0,0.4328767123287671,0.4304,0.35545029441562825
BTC-26JUN26-145000-C,2026-01-18 06:52:17.243793,2026-06-26,145000.0,call,95147.53,0.0125,0.0135,0.01319951,43.66,0.01319951,1255.9007737103,158.7,0,0.4328767123287671,0.4366,0.09291138318314945
BTC-26JUN26-260000-C,2026-01-18 06:52:17.243801,2026-06-26,260000.0,call,95147.53,0.0006,0.0008,0.00076148,56.34,0.00076148,72.4529411444,197.9,0,0.4328767123287671,0.5634,0.00575900245870117
BTC-21JAN26-100000-P,2026-01-18 06:52:17.243809,2026-01-21,100000.0,put,95147.53,0.0505,0.0535,0.05180813,36.62,0.05180813,4929.4156034189,0.0,0,0.005479452054794521,0.36619999999999997,-0.965729311057736
BTC-27MAR26-300000-C,2026-01-18 06:52:17.243817,2026-03-27,300000.0,call,95147.53,0.0,0.0001,5.316e-05,77.87,5.316e-05,5.0580426948,607.7,0,0.18356164383561643,0.7787000000000001,0.0005279061032337217
BTC-27MAR26-220000-C,2026-01-18 06:52:17.243825,2026-03-27,220000.0,call,95147.53,0.0,0.0001,7.329e-05,60.09,7.329e-05,6.9733624737,192.1,0,0.18356164383561643,0.6009,0.0008828601793662142
BTC-26JUN26-20000-P,2026-01-18 06:52:17.243832,2026-06-26,20000.0,put,95147.53,0.0001,0.0002,0.00014358,83.39,0.00014358,13.661282357400001,3884.4,0,0.4328767123287671,0.8339,-0.0009131665338101618
BTC-27MAR26-155000-C,2026-01-18 06:52:17.243839,2026-03-27,155000.0,call,95147.53,0.0007,0.0009,0.00084551,47.43,0.00084551,80.4481880903,865.9,0,0.18356164383561643,0.4743,0.010728643980059014
BTC-25DEC26-140000-P,2026-01-18 06:52:17.243847,2026-12-25,140000.0,put,95147.53,0.4595,0.479,0.46966149,46.08,0.46966149,44687.1307096197,0.2,0,0.9315068493150684,0.4608,-0.7408717464486546
BTC-25SEP26-125000-P,2026-01-18 06:52:17.243856,2026-09-25,125000.0,put,95147.53,0.326,0.3415,0.33407628,45.0,0.33407628,31786.5328735884,16.8,0,0.6821917808219178,0.45,-0.7082779582287186
BTC-27MAR26-30000-P,2026-01-18 06:52:17.243863,2026-03-27,30000.0,put,95147.53,0.0,0.0001,8.179e-05,89.83,8.179e-05,7.7821164787,2837.9,0,0.18356164383561643,0.8983,-0.0007077740504552853
BTC-21JAN26-94000-C,2026-01-18 06:52:17.243871,2026-01-21,94000.0,call,95147.53,0.019,0.02,0.01955529,34.39,0.01955529,1860.6375419336998,0.0,0,0.005479452054794521,0.3439,0.6877124180909595
BTC-6FEB26-90000-P,2026-01-18 06:52:17.243879,2026-02-06,90000.0,put,95147.53,0.013,0.0135,0.01316022,38.48,0.01316022,1252.1624272566,125.3,0,0.049315068493150684,0.3848,-0.24396595338894267
BTC-25SEP26-40000-C,2026-01-18 06:52:17.243887,2026-09-25,40000.0,call,95147.53,0.5985,0.6005,0.5994388,62.48,0.5994388,57035.121206164,9.9,0,0.6821917808219178,0.6248,0.973640347089896
BTC-27FEB26-90000-P,2026-01-18 06:52:17.243895,2026-02-27,90000.0,put,95147.53,0.026,0.027,0.02663648,39.41,0.02663648,2534.3952798944,1665.5,0,0.10684931506849316,0.39409999999999995,-0.3098909095648198
BTC-6FEB26-96000-C,2026-01-18 06:52:17.243903,2026-02-06,96000.0,call,95147.53,0.0295,0.0305,0.02996369,36.48,0.02996369,2850.9710931857003,548.4,0,0.049315068493150684,0.36479999999999996,0.4722570896161599
BTC-25SEP26-155000-C,2026-01-18 06:52:17.243911,2026-09-25,155000.0,call,95147.53,0.0245,0.0265,0.02545082,45.19,0.02545082,2421.5826594746,203.8,0,0.6821917808219178,0.45189999999999997,0.13118334380033136
BTC-18JAN26-92000-C,2026-01-18 06:52:17.243918,2026-01-18,92000.0,call,95147.53,0.0315,0.034,0.03308418,45.45,0.03308418,3147.8780090754,0.0,0,-0.0027397260273972603,0.4545,
BTC-21JAN26-97000-P,2026-01-18 06:52:17.243926,2026-01-21,97000.0,put,95147.53,0.023,0.0255,0.02443177,34.07,0.02443177,2324.6225690281,0.0,0,0.005479452054794521,0.3407,-0.773963474637841
BTC-26JUN26-70000-C,2026-01-18 06:52:17.243933,2026-06-26,70000.0,call,95147.53,0.3015,0.304,0.30265448,49.4,0.30265448,28796.8262154344,156.0,0,0.4328767123287671,0.494,0.8658236706107101
BTC-25DEC26-70000-P,2026-01-18 06:52:17.243941,2026-12-25,70000.0,put,95147.53,0.054,0.057,0.05553169,50.78,0.05553169,5283.7031402257,112.2,0,0.9315068493150684,0.5078,-0.19179082565833888
BTC-27FEB26-115000-P,2026-01-18 06:52:17.243948,2026-02-27,115000.0,put,95147.53,0.2055,0.2105,0.20805332,38.75,0.20805332,19795.7595062996,3.0,0,0.10684931506849316,0.3875,-0.9240373519043428
BTC-18JAN26-96000-P,2026-01-18 06:52:17.243956,2026-01-18,96000.0,put,95147.53,0.0085,0.0105,0.0089563,24.99,0.0089563,852.169822939,218.3,0,-0.0027397260273972603,0.24989999999999998,
BTC-25DEC26-125000-C,2026-01-18 06:52:17.243964,2026-12-25,125000.0,call,95147.53,0.0945,0.0975,0.09660232,46.08,0.09660232,9191.4721402696,21.3,0,0.9315068493150684,0.4608,0.3478192397980694
BTC-27FEB26-96000-C,2026-01-18 06:52:17.243972,2026-02-27,96000.0,call,95147.53,0.048,0.0485,0.04814072,38.06,0.04814072,4580.4706004216,709.6,0,0.10684931506849316,0.38060000000000005,0.4962140738203509
BTC-23JAN26-100000-P,2026-01-18 06:52:17.243980,2026-01-23,100000.0,put,95147.53,0.0515,0.055,0.0532464,36.17,0.0532464,5066.263441392,42.5,0,0.010958904109589041,0.3617,-0.9022951530669836
BTC-25DEC26-70000-C,2026-01-18 06:52:17.243988,2026-12-25,70000.0,call,95147.53,0.3495,0.3575,0.35425551,50.78,0.35425551,33706.5367653903,6.3,0,0.9315068493150684,0.5078,0.8082091743416611
BTC-27MAR26-105000-P,2026-01-18 06:52:17.243996,2026-03-27,105000.0,put,95147.53,0.126,0.129,0.12750992,39.46,0.12750992,12132.253938497599,476.8,0,0.18356164383561643,0.3946,-0.6908566290123994
BTC-25SEP26-140000-C,2026-01-18 06:52:17.244004,2026-09-25,140000.0,call,95147.53,0.0395,0.041,0.04077762,45.0,0.04077762,3879.8898222786,1093.4,0,0.6821917808219178,0.45,0.19675406019803998
BTC-25DEC26-100000-C,2026-01-18 06:52:17.244012,2026-12-25,100000.0,call,95147.53,0.1775,0.181,0.17924246,47.08,0.17924246,17054.477340123798,24.7,0,0.9315068493150684,0.4708,0.5468578959043254
BTC-25SEP26-180000-P,2026-01-18 06:52:17.244043,2026-09-25,180000.0,put,95147.53,0.8295,0.8505,0.83900775,46.34,0.83900775,79829.51506335751,2.2,0,0.6821917808219178,0.46340000000000003,-0.9297998682986123
BTC-27MAR26-60000-P,2026-01-18 06:52:17.244051,2026-03-27,60000.0,put,95147.53,0.0021,0.0022,0.0021162,57.15,0.0021162,201.351202986,1763.7,0,0.18356164383561643,0.5715,-0.022453476771126166
BTC-27FEB26-95000-P,2026-01-18 06:52:17.244059,2026-02-27,95000.0,put,95147.53,0.047,0.048,0.0475565,38.33,0.0475565,4524.883510445,111.5,0,0.10684931506849316,0.3833,-0.4700949570309819
BTC-27MAR26-86000-C,2026-01-18 06:52:17.244067,2026-03-27,86000.0,call,95147.53,0.1315,0.134,0.13272856,41.97,0.13272856,12628.794644456799,39.5,0,0.18356164383561643,0.41969999999999996,0.7428135649966694
BTC-30JAN26-82000-P,2026-01-18 06:52:17.244074,2026-01-30,82000.0,put,95147.53,0.0015,0.0017,0.00160005,49.16,0.00160005,152.2408053765,1062.7,0,0.030136986301369864,0.4916,-0.03711556019734627
BTC-21JAN26-93000-C,2026-01-18 06:52:17.244118,2026-01-21,93000.0,call,95147.53,0.026,0.0285,0.02744717,36.05,0.02744717,2611.5304309901,0.0,0,0.005479452054794521,0.3605,0.8075311113730109
BTC-26JUN26-300000-C,2026-01-18 06:52:17.244148,2026-06-26,300000.0,call,95147.53,0.0003,0.0006,0.0004299,59.77,0.0004299,40.903923147,301.4,0,0.4328767123287671,0.5977,0.003229109666223439
BTC-18JAN26-104000-C,2026-01-18 06:52:17.244160,2026-01-18,104000.0,call,95147.53,0.0,0.0001,0.0,48.26,0.0,0.0,192.5,0,-0.0027397260273972603,0.4826,
BTC-23JAN26-86000-P,2026-01-18 06:52:17.244170,2026-01-23,86000.0,put,95147.53,0.0008,0.0011,0.00094506,49.86,0.00094506,89.92012470179999,1316.6,0,0.010958904109589041,0.4986,-0.024841882436639224
BTC-23JAN26-87000-C,2026-01-18 06:52:17.244179,2026-01-23,87000.0,call,95147.53,0.0865,0.0885,0.08722707,47.75,0.08722707,8299.4402596371,2.0,0,0.010958904109589041,0.4775,0.9653048408350544
BTC-30JAN26-85000-C,2026-01-18 06:52:17.244186,2026-01-30,85000.0,call,95147.53,0.109,0.1115,0.11043684,44.72,0.11043684,10507.7925470052,334.8,0,0.030136986301369864,0.4472,0.9320846127923326
BTC-23JAN26-108000-P,2026-01-18 06:52:17.244194,2026-01-23,108000.0,put,95147.53,0.1335,0.137,0.13478459,44.4,0.13478459,12824.4208205627,1.2,0,0.010958904109589041,0.444,-0.9965612339078795
BTC-25DEC26-105000-C,2026-01-18 06:52:17.244202,2026-12-25,105000.0,call,95147.53,0.157,0.1605,0.1587001,46.78,0.1587001,15099.922525753002,82.2,0,0.9315068493150684,0.4678,0.5029974086217591
BTC-23JAN26-105000-P,2026-01-18 06:52:17.244210,2026-01-23,105000.0,put,95147.53,0.102,0.1055,0.10346882,40.23,0.10346882,9844.8026550146,1.0,0,0.010958904109589041,0.4023,-0.9897901985602022
BTC-25SEP26-145000-P,2026-01-18 06:52:17.244219,2026-09-25,145000.0,put,95147.53,0.4975,0.515,0.50585604,45.0,0.50585604,48130.9527415812,0.2,0,0.6821917808219178,0.45,-0.8283553661502259
BTC-27FEB26-88000-P,2026-01-18 06:52:17.244227,2026-02-27,88000.0,put,95147.53,0.0205,0.0215,0.02086634,40.21,0.02086634,1985.3807111402,1501.8,0,0.10684931506849316,0.4021,-0.25467360838925407
BTC-30JAN26-122000-C,2026-01-18 06:52:17.244235,2026-01-30,122000.0,call,95147.53,0.0001,0.0003,0.00014329,51.87,0.00014329,13.6336895737,216.3,0,0.030136986301369864,0.5186999999999999,0.003306864153462619
BTC-27MAR26-210000-P,2026-01-18 06:52:17.244243,2026-03-27,210000.0,put,95147.53,1.182,1.194,1.18754382,58.75,1.18754382,112991.86123976459,0.0,0,0.18356164383561643,0.5875,-0.9987334519594402
BTC-19JAN26-99000-C,2026-01-18 06:52:17.244250,2026-01-19,99000.0,call,95147.53,0.0002,0.0004,0.00029276,40.43,0.00029276,27.8553908828,142.0,0,0.0,0.4043,
BTC-27FEB26-100000-P,2026-01-18 06:52:17.244257,2026-02-27,100000.0,put,95147.53,0.076,0.0795,0.07772275,37.91,0.07772275,7395.127687307499,128.9,0,0.10684931506849316,0.3791,-0.6328617512239505
BTC-30JAN26-150000-C,2026-01-18 06:52:17.244266,2026-01-30,150000.0,call,95147.53,0.0,0.0001,9.1e-06,71.21,9.1e-06,0.865842523,256.9,0,0.030136986301369864,0.7121,0.00014703000223870296
BTC-25DEC26-220000-C,2026-01-18 06:52:17.244274,2026-12-25,220000.0,call,95147.53,0.0115,0.013,0.01222864,47.99,0.01222864,1163.5248912592,131.2,0,0.9315068493150684,0.4799,0.0572713666692718
BTC-25SEP26-175000-P,2026-01-18 06:52:17.244282,2026-09-25,175000.0,put,95147.53,0.781,0.801,0.78991563,45.97,0.78991563,75158.5211028939,0.0,0,0.6821917808219178,0.4597,-0.9214719141164314
BTC-23JAN26-87000-P,2026-01-18 06:52:17.244290,2026-01-23,87000.0,put,95147.53,0.0011,0.0013,0.00124425,47.75,0.00124425,118.3873142025,627.6,0,0.010958904109589041,0.4775,-0.03469515916494558
BTC-25SEP26-75000-P,2026-01-18 06:52:17.244298,2026-09-25,75000.0,put,95147.53,0.052,0.0535,0.05263358,49.17,0.05263358,5007.9551320574,2502.0,0,0.6821917808219178,0.4917,-0.21507118646979623
BTC-27FEB26-120000-C,2026-01-18 06:52:17.244305,2026-02-27,120000.0,call,95147.53,0.0025,0.0027,0.00261922,40.08,0.00261922,249.21231352659998,857.3,0,0.10684931506849316,0.4008,0.04402310423503754
BTC-25DEC26-140000-C,2026-01-18 06:52:17.244313,2026-12-25,140000.0,call,95147.53,0.065,0.068,0.06710912,46.08,0.06710912,6385.267008473599,142.5,0,0.9315068493150684,0.4608,0.2591282535513454
BTC-27FEB26-82000-P,2026-01-18 06:52:17.244321,2026-02-27,82000.0,put,95147.53,0.009,0.01,0.00950222,43.01,0.00950222,904.1127625166,641.2,0,0.10684931506849316,0.4301,-0.12965040887042795
BTC-25SEP26-90000-C,2026-01-18 06:52:17.244329,2026-09-25,90000.0,call,95147.53,0.193,0.1955,0.19425606,46.78,0.19425606,18482.984296531802,266.9,0,0.6821917808219178,0.4678,0.6319938408485669
BTC-30JAN26-100000-P,2026-01-18 06:52:17.244337,2026-01-30,100000.0,put,95147.53,0.0575,0.0605,0.05882308,36.17,0.05882308,5596.8707689923995,517.7,0,0.030136986301369864,0.3617,-0.7766054658090831
BTC-25DEC26-250000-C,2026-01-18 06:52:17.244346,2026-12-25,250000.0,call,95147.53,0.007,0.0075,0.00744596,49.12,0.00744596,708.4647024788,664.0,0,0.9315068493150684,0.49119999999999997,0.03587822839211185
BTC-27MAR26-75000-P,2026-01-18 06:52:17.244354,2026-03-27,75000.0,put,95147.53,0.009,0.0095,0.00949598,46.73,0.00949598,903.5190419293999,3242.7,0,0.18356164383561643,0.4673,-0.09877602515283118
BTC-27FEB26-40000-C,2026-01-18 06:52:17.244361,2026-02-27,40000.0,call,95147.53,0.5805,0.5825,0.5814723,82.03,0.5814723,55325.65310841901,6.6,0,0.10684931506849316,0.8203,0.9996183840924506
BTC-25SEP26-70000-C,2026-01-18 06:52:17.244369,2026-09-25,70000.0,call,95147.53,0.328,0.331,0.32985792,50.31,0.32985792,31385.1663389376,28.0,0,0.6821917808219178,0.5031,0.8280312324738053
BTC-27MAR26-114000-P,2026-01-18 06:52:17.244376,2026-03-27,114000.0,put,95147.53,0.1995,0.206,0.20268377,39.49,0.20268377,19284.8600865881,0.0,0,0.18356164383561643,0.39490000000000003,-0.8374025620590662
BTC-27FEB26-40000-P,2026-01-18 06:52:17.244383,2026-02-27,40000.0,put,95147.53,0.0,0.0001,3.168e-05,82.03,3.168e-05,3.0142737504,226.0,0,0.10684931506849316,0.8203,-0.00038161590754934484
BTC-26JUN26-155000-C,2026-01-18 06:52:17.244391,2026-06-26,155000.0,call,95147.53,0.0085,0.009,0.00896082,44.66,0.00896082,852.5998897746,134.7,0,0.4328767123287671,0.44659999999999994,0.06502842123144435
BTC-25SEP26-260000-P,2026-01-18 06:52:17.244399,2026-09-25,260000.0,put,95147.53,1.626,1.6575,1.64069674,51.71,1.64069674,156108.2422900522,0.0,0,0.6821917808219178,0.5171,-0.9838279439518821
BTC-27FEB26-70000-C,2026-01-18 06:52:17.244407,2026-02-27,70000.0,call,95147.53,0.269,0.271,0.26966916,52.4,0.26966916,25658.354491174803,0.0,0,0.10684931506849316,0.524,0.9697818132617487
BTC-26JUN26-165000-C,2026-01-18 06:52:17.244415,2026-06-26,165000.0,call,95147.53,0.006,0.0065,0.00612434,45.52,0.00612434,582.7158238802,108.5,0,0.4328767123287671,0.45520000000000005,0.04566467366732184
BTC-30JAN26-84000-P,2026-01-18 06:52:17.244422,2026-01-30,84000.0,put,95147.53,0.0021,0.0025,0.00229834,46.1,0.00229834,218.68137410019997,806.6,0,0.030136986301369864,0.461,-0.05512327303370182
BTC-18JAN26-95000-P,2026-01-18 06:52:17.244429,2026-01-18,95000.0,put,95147.53,0.0001,0.0004,0.00019552,15.91,0.00019552,18.6032450656,818.5,0,-0.0027397260273972603,0.1591,
BTC-27MAR26-60000-C,2026-01-18 06:52:17.244437,2026-03-27,60000.0,call,95147.53,0.376,0.3785,0.37713365,57.15,0.37713365,35883.335277384496,36.7,0,0.18356164383561643,0.5715,0.9775465232288738
BTC-21JAN26-102000-C,2026-01-18 06:52:17.244454,2026-01-21,102000.0,call,95147.53,0.0004,0.0005,0.0004179,39.93,0.0004179,39.762152787,4.5,0,0.005479452054794521,0.3993,0.00969196357418786
BTC-23JAN26-101000-P,2026-01-18 06:52:17.244462,2026-01-23,101000.0,put,95147.53,0.061,0.0645,0.06272809,36.18,0.06272809,5968.4228251177,0.0,0,0.010958904109589041,0.3618,-0.9402751666313984
BTC-25DEC26-110000-P,2026-01-18 06:52:17.244470,2026-12-25,110000.0,put,95147.53,0.236,0.248,0.24207059,46.48,0.24207059,23032.4187241427,2.2,0,0.9315068493150684,0.4648,-0.5394480519419906
BTC-27MAR26-170000-C,2026-01-18 06:52:17.244478,2026-03-27,170000.0,call,95147.53,0.0003,0.0005,0.00043219,50.98,0.00043219,41.1218109907,678.0,0,0.18356164383561643,0.5097999999999999,0.005418245232593857
BTC-27MAR26-140000-C,2026-01-18 06:52:17.244486,2026-03-27,140000.0,call,95147.53,0.0018,0.002,0.00192751,43.69,0.00192751,183.39781555029998,950.6,0,0.18356164383561643,0.43689999999999996,0.024438050909503958
BTC-19JAN26-92000-C,2026-01-18 06:52:17.244494,2026-01-19,92000.0,call,95147.53,0.0325,0.035,0.03377488,41.51,0.03377488,3213.5964080464,0.0,0,0.0,0.41509999999999997,
BTC-27MAR26-145000-C,2026-01-18 06:52:17.244501,2026-03-27,145000.0,call,95147.53,0.0013,0.0015,0.00144298,44.98,0.00144298,137.29598283939998,337.7,0,0.18356164383561643,0.4498,0.018316735213114967
BTC-30JAN26-114000-C,2026-01-18 06:52:17.244509,2026-01-30,114000.0,call,95147.53,0.0003,0.0005,0.00039013,44.27,0.00039013,37.1199058789,356.6,0,0.030136986301369864,0.44270000000000004,0.010341225861232376
BTC-25DEC26-65000-P,2026-01-18 06:52:17.244517,2026-12-25,65000.0,put,95147.53,0.042,0.0445,0.04325604,51.88,0.04325604,4115.7053635812,15.1,0,0.9315068493150684,0.5188,-0.1559246642000678
BTC-6FEB26-92000-P,2026-01-18 06:52:17.244527,2026-02-06,92000.0,put,95147.53,0.0185,0.0195,0.01902069,37.59,0.01902069,1809.7716723956999,54.6,0,0.049315068493150684,0.3759,-0.3282580434961475
BTC-23JAN26-91000-P,2026-01-18 06:52:17.244535,2026-01-23,91000.0,put,95147.53,0.0041,0.0045,0.00430825,40.49,0.00430825,409.9193461225,195.8,0,0.010958904109589041,0.40490000000000004,-0.14170786505985827
BTC-30JAN26-95000-C,2026-01-18 06:52:17.244542,2026-01-30,95000.0,call,95147.53,0.0275,0.0285,0.02805899,36.91,0.02805899,2669.7435927947,2234.1,0,0.030136986301369864,0.3691,0.5224307451731722
BTC-27FEB26-60000-P,2026-01-18 06:52:17.244550,2026-02-27,60000.0,put,95147.53,0.0006,0.0007,0.00073249,62.94,0.00073249,69.6946142497,782.8,0,0.10684931506849316,0.6294,-0.009539061955839862
BTC-27MAR26-84000-C,2026-01-18 06:52:17.244558,2026-03-27,84000.0,call,95147.53,0.147,0.1495,0.14854443,42.65,0.14854443,14133.635609757901,4.6,0,0.18356164383561643,0.4265,0.7803305116036249
BTC-27FEB26-102000-C,2026-01-18 06:52:17.244565,2026-02-27,102000.0,call,95147.53,0.024,0.025,0.0248849,37.91,0.0248849,2367.736769297,736.7,0,0.10684931506849316,0.3791,0.30880349400929785
BTC-18JAN26-100000-P,2026-01-18 06:52:17.244572,2026-01-18,100000.0,put,95147.53,0.05,0.0525,0.05099545,38.0,0.05099545,4852.091108738499,0.3,0,-0.0027397260273972603,0.38,
BTC-25DEC26-40000-C,2026-01-18 06:52:17.244580,2026-12-25,40000.0,call,95147.53,0.605,0.611,0.60824435,60.35,0.60824435,57872.9475389555,0.0,0,0.9315068493150684,0.6035,0.962376732006857
BTC-25DEC26-135000-P,2026-01-18 06:52:17.244587,2026-12-25,135000.0,put,95147.53,0.4185,0.437,0.42824974,46.08,0.42824974,40746.9049841422,0.0,0,0.9315068493150684,0.4608,-0.713712192779977
BTC-25DEC26-125000-P,2026-01-18 06:52:17.244595,2026-12-25,125000.0,put,95147.53,0.3395,0.357,0.34888122,46.08,0.34888122,33195.186346386596,0.0,0,0.9315068493150684,0.4608,-0.6521807602019306
